Article Content,Category
"After absorbing Uber’s China unit, ride-hailing giant Didi Chuxing is now following its US counterpart into self-driving research. In March 2017, Didi opened its own artificial intelligence lab in the heart of Silicon Valley, creating a distinct unit to drive its R&D for intelligent driving systems and AI-based security for transportation.",Companies Working on Autonomous Cars
"In August 2019, the company said it would start using self-driving vehicles to offer free rides in autonomous vehicles to its customers in a district in Shanghai city. Didi plans to eventually expand this service to the rest of Shanghai, Beijing, Shenzen, and its other global markets.",Companies Working on Autonomous Cars
"As of June 2020, customers can use the Didi app to hail self-driving cars for free in a designated test area in Shanghai. A safety officer is present in every vehicle. According to Meng Xing, Didi’s chief operating officer, “the robotaxis are to be deployed in places where ride-hailing drivers are less available.” Didi plans to have 1M autonomous vehicles on the road by 2030.",Companies Working on Autonomous Cars
"The company’s expansion plans followed a few days after it spun off its self-driving unit as an independent company in 2019. The new business’s goal is to “integrate the resources and technological advantages of Didi’s platform, continue to increase investment in R&D of core innovative technologies, and deepen collaboration with upstream and downstream auto industry partners.”",Companies Working on Autonomous Cars
"Didi Chuxing has already poached a number of noteworthy engineers for its new lab, including Charlie Miller (formerly of Uber’s autonomous vehicle security unit) and Jia Zhaoyin, a senior software engineer at Alphabet’s Waymo unit. Both engineers have since left Didi. The China-based company is also one of several companies to partner with Udacity to hire graduates from the startup’s self-driving “nanodegree” program.",Companies Working on Autonomous Cars
"In March 2017, the Udacity and Didi joint partnership announced a contest focused on self-driving technology and safety, where teams could win $100K for developing the best “Automated Safety and Awareness Processing Stack.”",Companies Working on Autonomous Cars
"Didi also has a 60% stake in a self-driving joint venture with Volkswagen, located in Shanghai.",Companies Working on Autonomous Cars
"In February 2018, Didi announced that it had demonstrated a working self-driving car for the first time, reporting that it had built the software for the vehicle and constructed the hardware in partnership with various carmakers and suppliers. In May 2018, Didi received permission from the California Department of Motor Vehicles to begin conducting further tests of its self-driving vehicles on public roads in the state. According to Didi Smart Transportation Initiatives vice president and chief scientist Henry Liu, the company has 40 autonomous vehicles.",Companies Working on Autonomous Cars
"In February 2020, Didi partnered with a China-based operating system technology company, ThunderSoft, to share technology and expertise on autonomous driving, advanced driver assistance systems, smart assistants, among other things.",Companies Working on Autonomous Cars
Didi also secured over $500M in a round led by the SoftBank Vision Fund in May 2020. This is the single largest investment in China’s self-driving sector.,Companies Working on Autonomous Cars
"Read more: TechCrunch, Bloomberg, FT, Recode",Companies Working on Autonomous Cars
Major developments,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"FAW Group, a China-based manufacturer of trucks, buses, and cars, is moving forward with several self-driving initiatives. Together with tech giant Baidu, FAW launched the Apollo Robotaxi service in China’s Hunan province in 2019. The trial involves 45 Level 4 cars built by FAW that will navigate over 80 miles of open roads. Baidu will provide autonomous driving software, and a safety driver is assigned to each vehicle.",Companies Working on Autonomous Cars
"In November 2020, FAW’s J7+ commercial truck, jointly developed with the startup Plus, passed a certification test conducted by the China Automotive Technology & Research Center. This means it can begin on-road operations. Mass production is set to start in 2021. FAW J7+ is the first intelligent truck that passed the certification test in China.",Companies Working on Autonomous Cars
"FAW Group has invested in autonomous tech startup Pony.ai as well. Pony.ai’s technology will be integrated into a vehicle platform used in the Red Flag electric vehicle brand. Similar technology will be deployed in FAW’s trucks, although further details about this strategic partnership weren’t disclosed.",Companies Working on Autonomous Cars
"Read more: Tech Wire Asia, Business Wire",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In early 2015, Ford announced its “Smart Mobility Plan” to push the company forward in innovative areas including vehicle connectivity and autonomous cars. This plan culminated in the formation of Ford Smart Mobility LLC in March 2016, a new subsidiary focused on connectivity, autonomous vehicles, and mobility (e.g. car- and ride-sharing services).",Companies Working on Autonomous Cars
"As part of its 10-year autonomous vehicle plan, Ford is steadily increasing its fleet and currently has around 100 autonomous test vehicles. It has pioneered the testing of self-driving cars in environments including snowy weather and complete darkness.",Companies Working on Autonomous Cars
"The company has committed to roll out highly autonomous vehicles within pre-mapped, “geofenced” areas, including Austin, Texas, by 2021. In April 2019, then CEO Jim Hackett reaffirmed that timeline but stated that the vehicles’ applications would be “narrow,” and that the automotive industry “overestimated the arrival of autonomous vehicles.”",Companies Working on Autonomous Cars
"In a speech at Ford Field in Detroit in 2019, Hackett re-emphasized the enormity of what autonomous technology would mean, for the company and society as a whole:",Companies Working on Autonomous Cars
"“When we break through, it will change the way your toothpaste is delivered, logistics and ride structures and cities all get redesigned. I won’t be in charge of Ford when this is going on, but I see it clearly.”",Companies Working on Autonomous Cars
"The Covid-19 crisis, however, has forced Ford to delay the launch of its self-driving service to 2022. The company needed more time to assess financial losses sustained in 2020 and understand the effects of the pandemic on customer behavior.",Companies Working on Autonomous Cars
"In June 2019, Ford announced the opening of a new research center in Tel Aviv focused on self-driving technologies including sensors, in-vehicle monitoring, and cybersecurity. Israel is evolving into a major hub for self-driving technology, with Intel, Continental, Samsung, Daimler, and General Motors also making investments or setting up shop in the country.",Companies Working on Autonomous Cars
"Ford has aggressively pursued external investment and acquisition opportunities since H2’16, backing or acquiring a number of companies working in AI, lidar, and mapping. Its biggest move came in February 2017, when Ford announced that it would take a majority stake in AI startup Argo, investing $1B over the course of 5 years. Argo will operate with significant autonomy, becoming a de facto AI research (and recruiting) center for Ford. As of 2018, Ford is testing out Argo’s technology with its third-generation Fusion model sedan. Ford also has testing projects underway in Michigan, Miami, Pittsburgh, and Washington, DC. And in October 2020, Ford and Argo AI released its fourth-generation autonomous test car. The new vehicle is equipped with better sensors, sensor-cleaning technology, and an upgraded battery cooling system.",Companies Working on Autonomous Cars
"Additional Ford partners include Domino’s Pizza, with a partnership launched in August 2017 to develop a fleet of self-driving pizza delivery vehicles, and Postmates, to enable on-demand autonomous delivery. In November 2018, the company added Walmart to its list of autonomous delivery partners, with a grocery delivery pilot located in Miami-Dade County.",Companies Working on Autonomous Cars
"Read more: Bloomberg, The Verge, Wired, TechCruch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"General Motors made waves in 2016 with a series of aggressive moves within the tech sphere: it bought Sidecar’s assets, invested $500M in Lyft, and acquired autonomous tech startup Cruise Automation. In May 2019, GM announced an additional $1.15B investment in Cruise, bringing the operation’s post-money valuation up to $19B.",Companies Working on Autonomous Cars
"These deals have already borne fruit, with Cruise prototypes following Google in expanding testing into Arizona. In October 2018, GM announced an autonomous vehicle partnership with Honda that will see Honda invest $2.8B in GM’s Cruise unit over 12 years.",Companies Working on Autonomous Cars
"However, a full commercial self-driving operation is taking longer to materialize than GM initially hoped. The company planned to have an autonomous ride-hailing service in operation by 2019, but in July that year it announced the launch would be pushed back to allow for additional testing.",Companies Working on Autonomous Cars
Cruise CEO Dan Ammann said of the delay:,Companies Working on Autonomous Cars
“Our goal is to get there as soon as possible. We want that moment to come as quickly as we can. But everything that we do right now is going to be gated by safety. And that’s why we’re increasing our testing and validation mileage just to get to that point as rapidly as possible.”,Companies Working on Autonomous Cars
"Nonetheless, California’s Department of Motor Vehicles approved GM’s plan to pull human backup drivers from the vehicles it tests in San Francisco in 2020. This signals that the company is making steady progress in the self-driving field.",Companies Working on Autonomous Cars
"In January 2020, GM unveiled a self-driving 6-seater, Origin, calling it “the beginning of the future beyond the car.” The vehicle lacks a steering wheel, brake and accelerator pedals, a rear-view mirror, etc.",Companies Working on Autonomous Cars
"While the company did not reveal when the vehicle will be commercially available, it announced in October 2020 that it will soon seek regulatory approval to deploy several Origin vehicles for testing purposes. Origin will not be available for purchase by customers but will be used as a ride-hailing vehicle through GM’s Cruise service. The goal is to start producing the vehicle in GM’s Detroit factory by the beginning of 2022.",Companies Working on Autonomous Cars
"In its partnership with Lyft, GM planned to deploy thousands of self-driving Bolt electric vehicles beginning in 2018. However, this partnership was not exclusive, and Lyft and Waymo made a separate deal in May 2017 to collaborate on their own self-driving pilot projects. In June 2018, GM CEO Mary Barra told reporters that while GM still had a financial investment in Lyft, the two were no longer actively working together on any projects in the self-driving space.",Companies Working on Autonomous Cars
"Separately, GM has been developing its own semi-autonomous technology in-house, with its delayed Super Cruise finally launching in the 2018 Cadillac CT6. In February 2020, the company said that its autonomous driving unit now employed 1,800 employees, although 8% of this workforce was cut in May because of the Covid-19 crisis. Amid the crisis, GM also shut down its car-sharing service Maven and has delayed the relaunch of its Book by Cadillac luxury vehicle subscription service.",Companies Working on Autonomous Cars
"Read more: The Verge, Bloomberg, Cadillac, AP, Reuters",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In 2018, Honda and GM announced a $2.8B, 12-year autonomous vehicle partnership. The companies also have a joint venture in place to develop hydrogen fuel cell systems by 2020. But GM eventually backed away from the fuel cell project, opting instead for battery-electric vehicles.",Companies Working on Autonomous Cars
"Honda has also received approval from California to test autonomous vehicles on public streets (with restrictions on the number of vehicles and the testing methods). Like Apple, the automaker is using the GoMentum Station proving ground, with 2,100 acres of testing area for its self-driving fleet.",Companies Working on Autonomous Cars
"In November 2020, Japan’s Ministry of Land, Infrastructure, Transport, and Tourism approved Honda’s plans to mass-produce its Level 3 Legend sedan. The car will be equipped with autonomous tech called Traffic Jam Pilot that can navigate through congested highways. The system will collect data on the vehicle’s movement. When drivers want to take back control over the vehicles, the software will first check whether they are looking at the road ahead. The launch is planned for March 2021.",Companies Working on Autonomous Cars
"Honda also introduced semi-autonomous ADAS (advanced-driver assistance systems) options on its entry-level Civic, offering lane-keeping, automatic braking, and adaptive cruise control functionality. These features have become ubiquitous on luxury models offered by brands like Tesla and Mercedes but are increasingly common at mass-market price points.",Companies Working on Autonomous Cars
"In April 2017, the company launched its R&D Center X, following Japanese competitor Toyota in establishing a dedicated AI research lab.",Companies Working on Autonomous Cars
"Honda was reported to be in talks with Alphabet’s Waymo to deploy Waymo’s self-driving system as early as 2016. By 2018, the deal had fallen through — allegedly due to Waymo’s reluctance to share its autonomous technology with the automaker.",Companies Working on Autonomous Cars
"Read more: Fortune, WSJ, Verge",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"According to Huawei‘s chief strategist Dang Wenshuan, 70% of autonomous vehicles’ value will reside in information and communication technology rather than in the cars themselves. So it’s unsurprising that the telecommunications giant has shifted resources toward developing autonomous vehicles in a bid to be the company that creates — and captures — that value.",Companies Working on Autonomous Cars
"Huawei is working with automakers in Europe (Audi) and China (GAC Group, Beijing New Energy Automobile, and Changan Automobile) with the goal of launching autonomous cars as early as 2021.",Companies Working on Autonomous Cars
American automakers are conspicuously absent from Huawei’s list of partners — likely a result of restrictions put in place by the US government to limit the sale of Huawei components in the US.,Companies Working on Autonomous Cars
"In November 2019, Huawei said that it was partnering with China-based mapping company NavInfo to use its mapping data for navigation in its self-driving cars. Like Tesla, the technology company also plans to integrate 5G technology into its driverless vehicles.",Companies Working on Autonomous Cars
"A year later, Huawei entered into another partnership with China-based electric car maker BYD. The company will reportedly use Huawei’s Kirin chips in its vehicles. BYD and Huawei have worked together in the past: in 2019, BYD’s monorails and energy vehicles were equipped with Huawei’s AI and 5G technologies.",Companies Working on Autonomous Cars
The telecom giant is focusing on other autonomous technologies as well. It plans to launch low-cost lidar sensors at a maximum price of $500 per unit. Huawei has formed a dedicated team to run this project with the overall goal to make lidar affordable for all smart vehicles.,Companies Working on Autonomous Cars
"Huawei’s bid to expand beyond its home turf of telecommunications is several years in the making. In 2016, the company came out with a white paper detailing how mobile network operators could prove valuable in the connected car space. Some of these areas include smart parking, fleet management, data related to in-car entertainment, and LTE-based emergency services.",Companies Working on Autonomous Cars
"Reports also indicate that Huawei has assembled its own driverless car R&D team, with over 200 developers as of February 2017.",Companies Working on Autonomous Cars
"Huawei partnered with Vodafone to demonstrate some of its latest innovations at the 2017 Mobile World Congress in Barcelona, including cellular technology used to connect cars called Cellular V2X.",Companies Working on Autonomous Cars
"At Mobile World Congress 2018, Huawei unveiled a Porsche Panamera equipped with its Mate 10 Pro technology for object recognition. The technology uses a smartphone to guide the car. The car performs automatic object recognition and differentiates other cars from people and inanimate objects to determine its course of action. This demonstration, however, was seen as less of an ambitious push into the self-driving space and more of a way to showcase Huawei’s generalized AI capabilities.",Companies Working on Autonomous Cars
"Read more: Financial Times, Huawei, ComputerWeekly, RCRWirelessNews, The Verge",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"After debuting a 2014 TV commercial that showed a convoy of cars outfitted with Hyundai’s driver-assistance tech, Hyundai was more conservative by September 2015. Its former European head of operations, Thomas Schmid, asserted that autonomous driving would come “by far not as quick as everyone says,” giving a timetable of 10 to 15 years. Nevertheless, the Korean motor group intensified its efforts in 2016, ramping up investments in AI and setting up a new business unit to develop “hyper-connected” and self-driving cars in the near future.",Companies Working on Autonomous Cars
"These efforts gained full steam in late 2019, when Hyundai announced plans to invest $35B over the next 5 years on its self-driving, electric, and connected mobility initiatives. The move came in line with South Korea’s plans to beat other countries to have commercially viable autonomous driving vehicles.",Companies Working on Autonomous Cars
"Following this announcement, Hyundai said that it would test 6 autonomous vehicles on the roads of Seoul, with plans to take this number to 15 by 2021. It also launched BotRide, a 3-month free self-driving taxi service in Irvine, California, in November 2019.",Companies Working on Autonomous Cars
"In addition, Hyundai is working with the Russia-based tech conglomerate Yandex on building a driverless car. In June 2020, Yandex announced it would buy 100 customized versions of Hyundai’s Sonata cars. Test drives will initially be carried out in Detroit. The duo is working on creating both a driverless car and a self-driving software system that could be sold to automakers and car-sharing startups.",Companies Working on Autonomous Cars
"Much like its automotive philosophy as a whole, Hyundai is striving for an affordable system that it can offer to mass-market buyers, showing off its Ioniq autonomous concept at CES 2017. The automaker also hired the former head of GM’s autonomous technology development to run its new Intelligent Safety Technology Center, a combined research body for Hyundai and its affiliate Kia.",Companies Working on Autonomous Cars
"In January 2018 at CES, Hyundai said it would begin testing an autonomous SUV, aiming to test the technology by 2021 and to go to market by 2025. The model would be powered by Hyundai’s partnership with Aurora, a startup working on autonomous technology founded by ex-executives from Uber, Tesla, and Google.",Companies Working on Autonomous Cars
"Later, Hyundai announced that its next-generation safety system being sent to production vehicles would give drivers the power to remove their hands from the steering wheel for up to 15 seconds at a time.",Companies Working on Autonomous Cars
"An investment in the Israel-based firm Autotalks followed in July 2018. Autotalks builds communications systems that help cars connect and convey information to one another, which Hyundai touted as a way to help build better detection and sensors in its cars.",Companies Working on Autonomous Cars
Read more: Bloomberg,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In March 2018, Jaguar Land Rover announced a new partnership with Waymo to build a fleet of electric, self-driving cars. By spring 2019, test vehicles began appearing on the public roads around Waymo headquarters in Mountain View, California.",Companies Working on Autonomous Cars
"Up to 20,000 new Jaguar I-PACE models will be built to serve in Waymo’s fleet for its ride-hailing transportation service, with production on the vehicles beginning in 2020. In May 2018, Jaguar announced it would begin working on off-road self-driving technology as well.",Companies Working on Autonomous Cars
"The Waymo partnership would have been unthinkable not that long ago. In June 2015, former Jaguar Land Rover (JLR) Director of Research and Technology Wolfgang Epple stated that autonomous vehicles would run counter to the brand’s philosophy, as the company doesn’t “consider customers cargo.” He asserted that the Tata-owned companies would instead favor advanced assistance features that would help drivers without taking full control from them.",Companies Working on Autonomous Cars
"However, in February 2016, JLR joined a $7.9M UK program to further autonomous driving R&D, aiming to gather data on driving habits and test vehicle communications technology. In July 2016, JLR formalized plans to deploy a fleet of at least 100 research vehicles over the next 4 years to test self-driving and connected car technology on roadways in Britain. The company has yet to provide an update on whether it achieved this goal.",Companies Working on Autonomous Cars
"Jaguar is also working on some technological innovations related to autonomous vehicles, including a system that projects a series of bars onto the road to notify nearby vehicles and pedestrians if the AV is turning, stopping, or starting. It’s one solution to a problem that has continued to perplex autonomous automakers: how to enable AVs to signal their movements to their surroundings. However, its usefulness may be limited in bright light or inclement weather.",Companies Working on Autonomous Cars
"The company has also developed software that reduces the severity of motion sickness in driverless cars. By optimizing braking, acceleration, and lane positioning, the system makes the ride more enjoyable. The software update, released in August 2020, will further refine the self-driving technology used by Jaguar and Land Rover models.",Companies Working on Autonomous Cars
"Read more: Engadget, TechCrunch, AutoNews",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"The Canada-based auto supplier giant has long been the subject of self-driving interest as the world’s largest automotive contract manufacturer. The company was dubbed the “Foxconn of cars” in an autonomous world, manufacturing vehicles designed by tech companies like Apple and Waymo.",Companies Working on Autonomous Cars
"However, Magna made a U-turn on fully autonomous tech in January 2020, when it scrapped its 2-year partnership with Lyft to develop self-driving technology. The Canadian company said that it would focus instead on developing assisted-driving technology, or the Level 1-3 market, where it sees more growth opportunity until 2025.",Companies Working on Autonomous Cars
"Magna and Lyft, in which the former has invested $200M, will continue to work together on other software and hardware related to self-driving tech.",Companies Working on Autonomous Cars
"In January 2019, Magna announced that it would team up with Waymo to build a factory to manufacture self-driving cars in southeast Michigan. The facility, up and running since summer 2019, is producing autonomous versions of the Chrysler Pacifica Hybrid minivan and Jaguar’s I-PACE electric SUV — all capable of Level 4 autonomous driving — with a production rate of several thousand vehicles per year. Most of these vehicles will be used by Waymo’s autonomous robotaxi fleet launched in Phoenix.",Companies Working on Autonomous Cars
"The company is already supplying legacy automakers with capabilities for advanced-driver assistance systems (ADAS). In 2016, Magna partnered with solid-state lidar company Innoviz to round out the sensor package for its self-driving system. The supplier has also tapped iPod visionary and Nest co-founder Tony Fadell for its tech advisory committee.",Companies Working on Autonomous Cars
"Read more: Clean Technica, Bloomberg",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Mando Corporation, a major car parts supplier, successfully tested Level 4 autonomous tech in February 2019 with a vehicle called Hockey. The car navigated 2.7 km (1.67 miles) of public roads in the city of Pangyo, moving at a speed of 40 km/h (24 mph). Mando plans to commercialize this technology by 2021.",Companies Working on Autonomous Cars
"The South Korea-based company also produces fixed and rotating lidar systems, radar, and camera modules. The radar modules are used by Mobileye, an Israel-based provider of collision prevention solutions for self-driving cars.",Companies Working on Autonomous Cars
"Mando is especially well-known for its safety solutions that can be integrated into autonomous vehicles. For example, the company built a radar that tracks the driver’s heart rate, as well as a system that prevents parents from leaving their children inside the vehicle. And in October 2019, Mando unveiled several advanced braking, steering, and suspension systems.",Companies Working on Autonomous Cars
Read more: PR Newswire,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Microsoft is dipping its toes into AV research, though it’s later to the game than other tech giants.",Companies Working on Autonomous Cars
"Building off the capabilities and relationships of its Azure cloud computing platform, Microsoft is focusing its autonomous vehicle efforts primarily on “connected car platforms” — back-end networks tasked with crunching the data that cars produce. That data, in turn, informs a wide range of autonomous vehicle functions, including braking, advanced cruise control, and lane assist. Microsoft is also developing edge technologies that run complex AI models even when a vehicle is not online.",Companies Working on Autonomous Cars
"Smaller companies can benefit from Microsoft for Startups: Autonomous Driving program. They get free Azure credits and access to Microsoft engineers, which can provide crucial help when deploying and running complex AI workloads. London-based Wayve, which is building self-driving tech that is aimed at enabling autonomous vehicles to operate in 100 cities, is part of the program.",Companies Working on Autonomous Cars
"In March 2016, Microsoft and Toyota announced the expansion of their 5-year-old partnership to support Toyota’s research in robotics, AI, and AV development. As of June 2016, the company’s strategy focuses on providing automakers with technological assistance, as opposed to developing a car itself. Business from auto clients is now driving strong growth in Microsoft’s Azure cloud business.",Companies Working on Autonomous Cars
"Microsoft has also reportedly weighed taking a stake in the HERE high-definition mapping service, currently owned by BMW, Daimler, Volkswagen, Mitsubishi, and several other shareholders.",Companies Working on Autonomous Cars
"In 2017, Microsoft announced it would begin offering its Azure cloud services to companies using Baidu’s Apollo self-driving platform for autonomous projects. Then, in 2018, it became the data partner at the 330-acre American Center for Mobility facility in Michigan.",Companies Working on Autonomous Cars
"In December 2019, Microsoft partnered with Ericcson to allow the latter to build its connected vehicle cloud on top Microsoft’s connected vehicle platform. This would allow automakers to deploy self-driving tech in vehicles at scale.",Companies Working on Autonomous Cars
"Read more: ZDNet, WSJ, The Verge",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In February 2020, Nissan achieved a major milestone in its self-driving journey: its battery-powered autonomous car Leaf successfully undertook the longest and most complex road journey in the UK, covering a total of 230 miles. The car was on self-drive mode 99% of the time, though 2 engineers were present in the car the entire journey.",Companies Working on Autonomous Cars
"In 2016 at the New York Auto Show, then chairman and CEO of Nissan and Renault Carlos Ghosn promised that the group would have 10 vehicles on sale by 2020 with “significant autonomous functionality.” Since 2017, Nissan has been testing an autonomous model on the roads of Tokyo. Nissan and Toyota also announced a joint effort to develop standardized “intelligent” maps, perhaps in response to German automakers’ acquisition of the mapping company HERE.",Companies Working on Autonomous Cars
"Nissan expanded the scope of its projects in 2016, with plans to test single-lane autonomous driving in Japan, as well as a wider range of experiments from its Future Lab mobility research center. In April 2017, Nissan joined Mobileye’s crowdsourced autonomous vehicle mapping effort. Mobileye also powers Nissan’s ProPilot system, which resembles Tesla’s Autopilot and controls the vehicle’s speed, lane positioning, and distance from other vehicles with minimal input from the driver. In 2019, ProPilot 2.0 received government approval in Japan.",Companies Working on Autonomous Cars
"In February 2018, Nissan announced that it would be working with the Japan-based online game and e-commerce company DeNA on a self-driving taxi trail, Easy Ride, which ran public trials in March 2018 in Yokohama, Japan. The service was booked via mobile app, and passengers were taken to their destinations in a modified Nissan Leaf electric car.",Companies Working on Autonomous Cars
"Renault-Nissan-Mitsubishi introduced the production release of “Alliance Intelligent Cloud” in March 2019. The system, built on Microsoft’s Connected Vehicle Platform, will deliver cloud-connected services in cars in most of the 200 markets served by the companies.",Companies Working on Autonomous Cars
"The Renault-Nissan-Mitsubishi “alliance” has partnerships with other major players as well. In 2018, they announced a multi-year deal with Google to put Android-powered infotainment systems in their vehicles, with the rollout to commence in 2021. In June 2019, the Google/Renault-Nissan relationship deepened with the announcement of a deal to bring driverless cars and trucks to France and Japan.",Companies Working on Autonomous Cars
"In May 2020, the conglomerate announced a new plan to cut costs and overcome a slump in car demand. Nissan will take charge of autonomous driving, while Renault will focus on electric vehicles and powertrains. Meanwhile, Mitsubishi will keep working on plug-in hybrids.",Companies Working on Autonomous Cars
"Read more: ZDNet, The Verge, Nissan, IB Times, Recode, Bloomberg",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"At CES 2016, GPU and semiconductor company Nvidia unveiled the Nvidia Drive PX 2, the second generation of its platform expressly designed for autonomous cars. With 8 teraflops of processing power, the platform is designed for deep learning, sensor fusion, and computer vision applications — all key elements of a potential self-driving car.",Companies Working on Autonomous Cars
"Since then, Nvidia’s early bet led to automaker, supplier, and tech partnerships, from Baidu and Tesla to Bosch and Toyota. The company’s Xavier system-on-a-chip, built on its Volta architecture, promises improved processing power and efficiency.",Companies Working on Autonomous Cars
"Of note is Nividia’s partnership with truck maker Paccar to develop self-driving trucks, unveiled in March 2017. Nvidia CEO Jen-Hsun Huang has asserted that the effect of autonomy in logistics and transport will be a major opportunity for the company.",Companies Working on Autonomous Cars
"In June 2019, Volvo announced that it had selected Nvidia Drive as its autonomous driving platform for its planned fleet of autonomous trucks. The Volvo deal comes shortly after a similar deal with Continental.",Companies Working on Autonomous Cars
"Mercedes-Benz has taken a similar route. Instead of adding more electronic control units (ECUs) to run more technology, the company will use Nvidia’s Drive AGX Orin computer system-on-a-chip. The new software and hardware architecture will be deployed by the end of 2024 in all of Mercedes’ new vehicles.",Companies Working on Autonomous Cars
"Nvidia and Mercedes will also work on developing AI functionalities that correspond to Levels 2, 3, and 4 of vehicle autonomy. The new computing platform will theoretically allow Mercedes to introduce additional revenue streams. Drivers might, for instance, be able to purchase apps and subscription services using over-the-air updates.",Companies Working on Autonomous Cars
"Read more: ZDNet, Nvidia, TechCrunch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In April 2016, France-based PSA Groupe (including Peugeot, Citroën, and DS) announced that two Citroën cars had driven without driver supervision from Paris to Amsterdam. The vehicles navigated over 300 km (186 miles) without supervision on authorized stretches of road, with PSA claiming the cars had achieved Level 3 automation in this mode. The “eyes off” mode is slated to arrive by 2021, while Level 2 semi-autonomous “hands off” modes are already available with models such as DS7 Crossback, DS 3 Crossback, and Peugeot 508 & 508 SW. These features, along with electric vehicles and new models, form the core of PSA’s broader Push to Pass growth strategy.",Companies Working on Autonomous Cars
"In May 2017, Peugeot announced a partnership with the MIT self-driving spinoff nuTonomy to install the startup’s self-driving systems in Peugeot 3008 vehicles.",Companies Working on Autonomous Cars
"PSA is also working with roads operator VINCI Autoroutes on testing autonomous cars as part of its “Autonomous Vehicle for All” (AVA) program. In 2019, the duo tested a vehicle’s ability to autonomously navigate a tollgate and operate at cruising speed. PSA also tested the performance of its self-driving technology in situations where roadworks alter the traffic, drivers don’t take back control, and the motorway ends.",Companies Working on Autonomous Cars
Read more: PSA Groupe,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Not to be outdone by its American competitors like Apple and Google, Korean electronics giant Samsung has thrown its hat into the autonomous vehicle ring.",Companies Working on Autonomous Cars
"In March 2017, the company completed its $8B purchase of Harman, a leading supplier of in-car technology and connected vehicle systems. Samsung plans to leverage the acquisition to shape the in-vehicle experience. Digital Cockpit 2020 was born out of this partnership. The infotainment system consists of 8 cameras and 8 displays. It uses 5G to link vehicles with home and office spaces, providing a personalized driving experience. From gesture control to touching buttons to face recognition, drivers can control the cockpit in many different ways.",Companies Working on Autonomous Cars
"In May 2017, Samsung secured a permit to begin testing self-driving cars on South Korea’s public roads. The tech giant’s self-driving cars are based on Hyundai vehicles equipped with cameras and sensors.",Companies Working on Autonomous Cars
"In January 2018 at CES, Samsung unveiled a new technology platform designed to help automobile manufacturers build customized autonomous vehicles. The first planned product in the platform is a camera that offers lane departure warnings, pedestrian and collision warnings, and adaptive cruise control. Cars testing the new platform, known as DRVLINE, are already being tested on the roads in both California and Korea. By the end of 2019, however, Samsung shifted its focus from developing the DRVLINE platform and pursuing full autonomy to advanced driver assistance tech.",Companies Working on Autonomous Cars
"Another major area of development for the company is advanced memory technology, which Samsung says is essential to “enable effective, high-speed driver feedback” and ensure the safety of autonomous vehicles. The company has developed a number of technologies in the space, including solutions for map data storage and data transfer.",Companies Working on Autonomous Cars
"In December 2018, Samsung announced that it would build mobile network infrastructure, including 5G and V2X networks, for K-City, a testing ground for autonomous vehicles and other smart city technologies located in Korea.",Companies Working on Autonomous Cars
"Read more: Samsung, Forbes, TechCrunch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
"SoftBank Group‘s SB Drive, an autonomous vehicle joint venture between the Japan-based giant and research company Advanced Smart Mobility, received a $4.4M investment from Yahoo Japan in March 2017. SB Drive focuses on advancing self-driving technology, especially related to public and community services such as buses.",Companies Working on Autonomous Cars
