Article Content,Category
"By December 2019, Baidu had 300 autonomous vehicles on the road and had logged over 3M kilometers (roughly 1.8M miles) of urban driving. The same month, Baidu received licenses to test its fleet of autonomous robot taxis in certain areas of Beijing. Nine months later, the company launched a robotaxi service in China’s capital. A fleet of 40 cars serves almost 100 pickup and drop-off stations, and rides can be summoned via Baidu’s e-hailing platform.",Companies Working on Autonomous Cars
"In August 2020, Baidu announced that its Apollo Computing Unit (ACU) was ready for use. The autonomous driving computer is capable of handling huge amounts of radar and camera data. It will power a valet parking service called Apollo Valet Parking, similar to Tesla’s Summon feature. ACU will initially be deployed in electric vehicles built by the China-based carmaker WM Motor.",Companies Working on Autonomous Cars
"Baidu has also entered a partnership with Zhejiang Geely Holding Group to equip Geely cars with self-driving technology provided by Baidu, including Apollo’s DuerOS. Tesla partnered with Baidu in January 2020 to use its mapping data for its vehicles in China.",Companies Working on Autonomous Cars
"In April 2014, Baidu partnered with BMW to develop a semi-autonomous prototype. The partners tested their technologies on highways in China but parted ways in November 2016 following disagreements about strategy.",Companies Working on Autonomous Cars
"The search giant has also opened two Silicon Valley artificial intelligence research labs, although Andrew Ng (its chief AI scientist) departed the company in March 2017. Baidu also intends to spin off its self-driving unit once it matures (similar to Alphabet with Waymo).",Companies Working on Autonomous Cars
"For years, Apollo has been used by chipmakers and small startups to kickstart work in self-driving cars, but big corporates — including Nvidia, Bosch, Daimler, and Ford — have also found it useful.",Companies Working on Autonomous Cars
"Read more: Venture Beat, Guardian, BBC, SCMP",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"BMW has begun aggressively pushing its autonomous strategy since showing off an autonomous i8 concept at CES 2016. In July 2019, the company announced a partnership with another German automaker, Daimler. The companies agreed to commit 1,200 technicians to the task of developing new autonomous systems with the goal of getting them on the road by 2024. But this collaboration ended less than a year later. The complexities and expenses of building a joint tech platform proved to be larger than the duo expected.",Companies Working on Autonomous Cars
"Munich-based BMW has been pursuing many other partnerships, too. In 2016, the company announced an alliance with Intel and Mobileye, which Chrysler and Magna also joined in 2017. The coalition plans to create an open standards-based platform for bringing self-driving cars to market, aiming to put its first vehicle, the BMW iNEXT, on the road by 2021, through recent reports suggest Level 3 partial automation (or above) will not be available at market launch.",Companies Working on Autonomous Cars
"Intel has been keen to push into the sector, having been beaten to the punch by companies like NXP and Nvidia to supply automotive silicon and autonomous processing power. In late 2016, it created a new Autonomous Driving Group (ADG) and committed $250M to auto tech investments through its Intel Capital arm. In March 2017, Intel further ramped up its autonomous focus when it announced its $15.3B acquisition of Mobileye.",Companies Working on Autonomous Cars
"Mobileye itself has a number of other partnerships through its Road Experience Management (REM) mapping platform, including Nissan, VW, and BMW. BMW is also part of the group that bought Nokia’s HERE mapping assets for $3.1B. In 2017, Intel took a 15% stake of HERE as well.",Companies Working on Autonomous Cars
"In 2018, BMW opened an autonomous driving campus near Munich, Germany, to work on self-driving pilot projects, making it BMW’s second workplace dedicated to autonomous technology alongside its office in Mountain View, California.",Companies Working on Autonomous Cars
"But the company is incorporating software from other smaller startups as well. In September 2020, it inked an agreement with Tactile Mobility, an Israel-based company whose technology detects road conditions by analyzing wheel speed, gear position, and other non-visual sensors.",Companies Working on Autonomous Cars
"Read more: CNBC, BMW Group, WSJ, Reuters",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In December 2019, Bosch and partner Daimler started a trial for a self-driving taxi service in San Jose, California, a first for both the German companies. The companies said that a select group of users will be able to call for a Mercedes-Benz S-class vehicle through an app, to ply on a fixed route in the city. The passengers will be accompanied by a human driver to monitor the vehicle.",Companies Working on Autonomous Cars
The trial comes as part of a collaboration between Bosch and Daimler that stretches back to 2015. The companies have also announced plans for urban road-friendly vehicles to be brought to market by the early 2020s.,Companies Working on Autonomous Cars
"In July 2019, Bosch and partner Daimler received approval from German regulators to operate their autonomous parking feature without having a human safety driver behind the wheel. The approval marks the world’s first fully automated parking function to be approved for everyday use.",Companies Working on Autonomous Cars
"Bosch also teamed up with Ford on a similar project. In August 2020, the companies demonstrated an automated valet parking solution in downtown Detroit. A Ford Escape test vehicle “talked” with Bosch sensors to locate and park in an empty spot. These automated parking solutions can accommodate up to 20% more vehicles and deliver other services, such as refueling and charging.",Companies Working on Autonomous Cars
"Bosch, one of the world’s largest automotive suppliers, reportedly has more than 2,000 engineers for driver-assistance systems. The company is also in the process of constructing a $1.1B facility in Dresden that will produce semiconductors for use in autonomous vehicles, as well as smart home and smart city technologies. Production at this facility is set to begin in 2021.",Companies Working on Autonomous Cars
"In October 2019, Bosch became a part of a consortium working towards making self-driving technology commercially viable. Some other members of the Autonomous Vehicle Computing Consortium include Toyota, GM, Continental, Nvidia, and NXP.",Companies Working on Autonomous Cars
"Daimler-owned Mercedes-Benz has also been taking other steps toward self-driving cars. Like other luxury brands, Mercedes-Benz has begun deploying semi-automated advanced driver assistance systems in many of its newer models.",Companies Working on Autonomous Cars
"An ad characterizing Mercedes’ 2017 E-Class as “self-driving” landed the company in hot water, and it pulled the ad in the face of fierce criticism from consumer advocates. Like Tesla’s Autopilot, the E-Class was capable of Level 2 (partial) automation.",Companies Working on Autonomous Cars
"In April 2017, Bosch and Mercedes-Benz joined forces to develop Level 4 (high automation) and 5 (full automation) vehicles, with Mercedes-Benz having 2 years of exclusivity to the co-developed system before it can be offered to competing automakers.",Companies Working on Autonomous Cars
Read more: TechCrunch,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"Over the last few years, Cisco has begun exploring the potential in building out the data collection and analysis layer of the autonomous driving and smart car industries.",Companies Working on Autonomous Cars
"In October 2017, Cisco began working with the State of Michigan’s Department of Transportation on a self-driving car “adjacent” initiative. The purpose of the project, also known as Cisco Connected Roadways, was to find ways to better connect individual automobiles on the road with the infrastructure around them — including roads, parking meters, and street lights.",Companies Working on Autonomous Cars
"At CES 2018, Cisco announced that, through a partnership with Hyundai, it would focus on bringing gigabit-speed Ethernet connectivity to smart cars — enabling both faster-than-ever over-the-air updates and setting the foundation for better self-driving technology.",Companies Working on Autonomous Cars
"Cisco says its Ethernet technology should allow automakers to save $35B over the next 4 years by eliminating the need for many routine dealership trips. It could also boost the development of autonomous technology, given how much information self-driving cars need to be able to process and send for analysis every second they are monitoring the road.",Companies Working on Autonomous Cars
"The networking giant is also testing its OpenRoam platform in close partnership with UK-based startup Oxbotica. The platform acts as an infrastructure that autonomous vehicles fitted with Oxbotica software could use to upload their data to the cloud. The rapid upload and download will be done through Wi-Fi hotspots at parking garages, gas stations, and more.",Companies Working on Autonomous Cars
"Read more: Business Insider, CNBC, ZDNet, Network World",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"German auto supplier Continental AG has steadily been operating its own autonomous vehicle program. The company has been taking a gradual approach to self-driving cars, only committing to a vague “2020s” time frame for its products and preferring to gradually roll out driver-assist technologies such as its “Cruising Chauffeur.”",Companies Working on Autonomous Cars
"In February 2020, Continental said it would invest €100M ($122M) to build a plant for radar sensors in Texas. The investment comes as part of the company’s plan to invest “high triple-digit million euros” in the areas of assisted and automated driving over the next 5 years.",Companies Working on Autonomous Cars
"At the company’s annual Tech Show in July 2019, Continental self-driving head Andree Hohm highlighted a number of barriers that made faster implementation of autonomous technologies untenable. These include continued technological limitations, consumer skepticism, and the variation in how technologies and regulations are taking shape from market to market. He said that:",Companies Working on Autonomous Cars
"“Lots of pilot projects are pushing forward, but in a very heterogeneous way. This is a very challenging scenario, because if we’re going to invest a lot of money we have to be sure that the solutions we create fit a wide variety of countries.”",Companies Working on Autonomous Cars
"Nevertheless, the company is moving forward with a number of autonomous technology efforts, including manufacturing parts for robotaxis, some of which are in use in the EZ10 autonomous shuttle from France-based company EasyMile.",Companies Working on Autonomous Cars
"In August 2019, Continental underscored its focus on electric vehicles when it announced that it would prioritize development of electric powertrains over internal combustion components. The move came a few months after the company appointed Dirk Abendroth, an auto industry veteran with expertise in electric powertrains and autonomous driving, as its technology head.",Companies Working on Autonomous Cars
"The German auto supplier is also teaming up with startups to expand its tech offering. In October 2020, Continental bought a minority stake in lidar startup AEye. The California-based company develops long-range lidar sensor technology that will complement Continental’s short-range lidar solutions. Frank Petznick, head of the advanced driver assistance systems business unit at Continental, said that this acquisition helps the company “facilitate automated driving at SAE Levels 3 or higher.”",Companies Working on Autonomous Cars
"In April 2017, Continental expanded its Silicon Valley research operations by opening an R&D lab in San Jose, California. The lab focuses on developing self-driving cars that can communicate with one another and with roadway infrastructure. Continental also said it would invest $300M to expand electric and hybrid vehicle technologies.",Companies Working on Autonomous Cars
"At the North American International Auto Show early in 2018, Continental executives discussed reorganizing the business and working to focus more on mobility and self-driving technology.",Companies Working on Autonomous Cars
"A few weeks later, Continental announced a new partnership with Nvidia to create self-driving vehicle systems, combining Continental’s automobile software engineering with Nvidia’s Drive platform and operating system. The goal is to develop an independent piece of autonomous technology that can then be marketed and sold to other automakers and grafted onto an existing vehicle to provide self-driving capabilities without the need for any complex, time-consuming, or expensive integration.",Companies Working on Autonomous Cars
"Read more: Reuters, SFGATE, Automotive News Europe",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In April 2016, 6 convoys of truck “platoons” completed the first-ever cross-border trip of its kind. The experiment featured a dozen trucks from a diverse group of European brands — DAF, Daimler, Iveco, MAN, Scania, and Volvo — originating from various factories and converging in Rotterdam.",Companies Working on Autonomous Cars
"In the semi-autonomous “platooning” concept the group tested, multiple trucks controlled by a lead truck are connected through wireless signals, forming a train with one truck following another. This allows more trucks to be controlled by fewer people, maximizes efficiency, and decreases drag. However, the trucks featured in the test still required human drivers to be on board as a precaution.",Companies Working on Autonomous Cars
"Separately, Daimler has been testing its own autonomous trucks in Nevada since May 2015. The company announced it would be investing $570M in autonomous truck technology at CES 2018. Daimler has also created the Autonomous Technology Group (ATG), an organization focused specifically on developing “automated roadmaps” and other infrastructure initiatives to support the technology.",Companies Working on Autonomous Cars
"In March 2019, Daimler acquired the US-based self-driving company Torc Robotics and integrated it into ATG. The new partners have expanded the testing of autonomous trucks to New Mexico. Their goal is to bring SAE Level 4 vehicles to the roads by 2030. Daimler has also invested in Luminar, a lidar company, to gain access to vital sensors that will be a part of its autonomous trucks.",Companies Working on Autonomous Cars
The Germany-based vehicle manufacturer also teamed up with Waymo in late 2020. Daimler will provide a customized truck chassis that will be integrated with Waymo’s self-driving system.,Companies Working on Autonomous Cars
"In February 2019, Daimler and fellow German automotive giant BMW announced that they would collaborate on autonomous driving technology, with the goal of getting the project ready by the mid-2020s. Mercedes-Benz head of automated driving Michael Hafner said of the collaboration:",Companies Working on Autonomous Cars
"“We have learned that the development of these systems is a bit like climbing a mountain. Taking the first few meters from the base station to the summit seems easy. But the closer you come to the goal, the thinner the air around you becomes, the more strength is required for each further step, and the more complex become the challenges you have to solve.”",Companies Working on Autonomous Cars
"In August 2019, it was reported that Audi was set to join this alliance between Daimler and BMW, although none of the 3 automakers confirmed it.",Companies Working on Autonomous Cars
"Note: the Volkswagen Group owns a controlling stake in both MAN and Scania. Daimler Trucks is a division of Daimler AG, which was also part of the group that bought Nokia’s mapping assets for $3.1B. Volvo Trucks is now a distinct company from the Geely-owned Volvo Car Group, mentioned above.",Companies Working on Autonomous Cars
"In September 2017, Daimler announced that it would be testing connected trucks in a platooning configuration on public roads in the US following approval from the Oregon Department of Transportation. Daimler showcased the trucks, which can make an emergency stop while loaded to 78,000 GVW (gross vehicle weight), at the Portland International Raceway in June 2018.",Companies Working on Autonomous Cars
"Read more: CNBC, Engadget, BBC, Forbes, Trucking-Rave",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"After absorbing Uber’s China unit, ride-hailing giant Didi Chuxing is now following its US counterpart into self-driving research. In March 2017, Didi opened its own artificial intelligence lab in the heart of Silicon Valley, creating a distinct unit to drive its R&D for intelligent driving systems and AI-based security for transportation.",Companies Working on Autonomous Cars
"In August 2019, the company said it would start using self-driving vehicles to offer free rides in autonomous vehicles to its customers in a district in Shanghai city. Didi plans to eventually expand this service to the rest of Shanghai, Beijing, Shenzen, and its other global markets.",Companies Working on Autonomous Cars
"As of June 2020, customers can use the Didi app to hail self-driving cars for free in a designated test area in Shanghai. A safety officer is present in every vehicle. According to Meng Xing, Didi’s chief operating officer, “the robotaxis are to be deployed in places where ride-hailing drivers are less available.” Didi plans to have 1M autonomous vehicles on the road by 2030.",Companies Working on Autonomous Cars
"The company’s expansion plans followed a few days after it spun off its self-driving unit as an independent company in 2019. The new business’s goal is to “integrate the resources and technological advantages of Didi’s platform, continue to increase investment in R&D of core innovative technologies, and deepen collaboration with upstream and downstream auto industry partners.”",Companies Working on Autonomous Cars
"Didi Chuxing has already poached a number of noteworthy engineers for its new lab, including Charlie Miller (formerly of Uber’s autonomous vehicle security unit) and Jia Zhaoyin, a senior software engineer at Alphabet’s Waymo unit. Both engineers have since left Didi. The China-based company is also one of several companies to partner with Udacity to hire graduates from the startup’s self-driving “nanodegree” program.",Companies Working on Autonomous Cars
"In March 2017, the Udacity and Didi joint partnership announced a contest focused on self-driving technology and safety, where teams could win $100K for developing the best “Automated Safety and Awareness Processing Stack.”",Companies Working on Autonomous Cars
"Didi also has a 60% stake in a self-driving joint venture with Volkswagen, located in Shanghai.",Companies Working on Autonomous Cars
"In February 2018, Didi announced that it had demonstrated a working self-driving car for the first time, reporting that it had built the software for the vehicle and constructed the hardware in partnership with various carmakers and suppliers. In May 2018, Didi received permission from the California Department of Motor Vehicles to begin conducting further tests of its self-driving vehicles on public roads in the state. According to Didi Smart Transportation Initiatives vice president and chief scientist Henry Liu, the company has 40 autonomous vehicles.",Companies Working on Autonomous Cars
"In February 2020, Didi partnered with a China-based operating system technology company, ThunderSoft, to share technology and expertise on autonomous driving, advanced driver assistance systems, smart assistants, among other things.",Companies Working on Autonomous Cars
Didi also secured over $500M in a round led by the SoftBank Vision Fund in May 2020. This is the single largest investment in China’s self-driving sector.,Companies Working on Autonomous Cars
"Read more: TechCrunch, Bloomberg, FT, Recode",Companies Working on Autonomous Cars
Major developments,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"FAW Group, a China-based manufacturer of trucks, buses, and cars, is moving forward with several self-driving initiatives. Together with tech giant Baidu, FAW launched the Apollo Robotaxi service in China’s Hunan province in 2019. The trial involves 45 Level 4 cars built by FAW that will navigate over 80 miles of open roads. Baidu will provide autonomous driving software, and a safety driver is assigned to each vehicle.",Companies Working on Autonomous Cars
"In November 2020, FAW’s J7+ commercial truck, jointly developed with the startup Plus, passed a certification test conducted by the China Automotive Technology & Research Center. This means it can begin on-road operations. Mass production is set to start in 2021. FAW J7+ is the first intelligent truck that passed the certification test in China.",Companies Working on Autonomous Cars
"FAW Group has invested in autonomous tech startup Pony.ai as well. Pony.ai’s technology will be integrated into a vehicle platform used in the Red Flag electric vehicle brand. Similar technology will be deployed in FAW’s trucks, although further details about this strategic partnership weren’t disclosed.",Companies Working on Autonomous Cars
"Read more: Tech Wire Asia, Business Wire",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In early 2015, Ford announced its “Smart Mobility Plan” to push the company forward in innovative areas including vehicle connectivity and autonomous cars. This plan culminated in the formation of Ford Smart Mobility LLC in March 2016, a new subsidiary focused on connectivity, autonomous vehicles, and mobility (e.g. car- and ride-sharing services).",Companies Working on Autonomous Cars
"As part of its 10-year autonomous vehicle plan, Ford is steadily increasing its fleet and currently has around 100 autonomous test vehicles. It has pioneered the testing of self-driving cars in environments including snowy weather and complete darkness.",Companies Working on Autonomous Cars
"The company has committed to roll out highly autonomous vehicles within pre-mapped, “geofenced” areas, including Austin, Texas, by 2021. In April 2019, then CEO Jim Hackett reaffirmed that timeline but stated that the vehicles’ applications would be “narrow,” and that the automotive industry “overestimated the arrival of autonomous vehicles.”",Companies Working on Autonomous Cars
"In a speech at Ford Field in Detroit in 2019, Hackett re-emphasized the enormity of what autonomous technology would mean, for the company and society as a whole:",Companies Working on Autonomous Cars
"“When we break through, it will change the way your toothpaste is delivered, logistics and ride structures and cities all get redesigned. I won’t be in charge of Ford when this is going on, but I see it clearly.”",Companies Working on Autonomous Cars
"The Covid-19 crisis, however, has forced Ford to delay the launch of its self-driving service to 2022. The company needed more time to assess financial losses sustained in 2020 and understand the effects of the pandemic on customer behavior.",Companies Working on Autonomous Cars
"In June 2019, Ford announced the opening of a new research center in Tel Aviv focused on self-driving technologies including sensors, in-vehicle monitoring, and cybersecurity. Israel is evolving into a major hub for self-driving technology, with Intel, Continental, Samsung, Daimler, and General Motors also making investments or setting up shop in the country.",Companies Working on Autonomous Cars
"Ford has aggressively pursued external investment and acquisition opportunities since H2’16, backing or acquiring a number of companies working in AI, lidar, and mapping. Its biggest move came in February 2017, when Ford announced that it would take a majority stake in AI startup Argo, investing $1B over the course of 5 years. Argo will operate with significant autonomy, becoming a de facto AI research (and recruiting) center for Ford. As of 2018, Ford is testing out Argo’s technology with its third-generation Fusion model sedan. Ford also has testing projects underway in Michigan, Miami, Pittsburgh, and Washington, DC. And in October 2020, Ford and Argo AI released its fourth-generation autonomous test car. The new vehicle is equipped with better sensors, sensor-cleaning technology, and an upgraded battery cooling system.",Companies Working on Autonomous Cars
"Additional Ford partners include Domino’s Pizza, with a partnership launched in August 2017 to develop a fleet of self-driving pizza delivery vehicles, and Postmates, to enable on-demand autonomous delivery. In November 2018, the company added Walmart to its list of autonomous delivery partners, with a grocery delivery pilot located in Miami-Dade County.",Companies Working on Autonomous Cars
"Read more: Bloomberg, The Verge, Wired, TechCruch",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"General Motors made waves in 2016 with a series of aggressive moves within the tech sphere: it bought Sidecar’s assets, invested $500M in Lyft, and acquired autonomous tech startup Cruise Automation. In May 2019, GM announced an additional $1.15B investment in Cruise, bringing the operation’s post-money valuation up to $19B.",Companies Working on Autonomous Cars
"These deals have already borne fruit, with Cruise prototypes following Google in expanding testing into Arizona. In October 2018, GM announced an autonomous vehicle partnership with Honda that will see Honda invest $2.8B in GM’s Cruise unit over 12 years.",Companies Working on Autonomous Cars
"However, a full commercial self-driving operation is taking longer to materialize than GM initially hoped. The company planned to have an autonomous ride-hailing service in operation by 2019, but in July that year it announced the launch would be pushed back to allow for additional testing.",Companies Working on Autonomous Cars
Cruise CEO Dan Ammann said of the delay:,Companies Working on Autonomous Cars
“Our goal is to get there as soon as possible. We want that moment to come as quickly as we can. But everything that we do right now is going to be gated by safety. And that’s why we’re increasing our testing and validation mileage just to get to that point as rapidly as possible.”,Companies Working on Autonomous Cars
"Nonetheless, California’s Department of Motor Vehicles approved GM’s plan to pull human backup drivers from the vehicles it tests in San Francisco in 2020. This signals that the company is making steady progress in the self-driving field.",Companies Working on Autonomous Cars
"In January 2020, GM unveiled a self-driving 6-seater, Origin, calling it “the beginning of the future beyond the car.” The vehicle lacks a steering wheel, brake and accelerator pedals, a rear-view mirror, etc.",Companies Working on Autonomous Cars
"While the company did not reveal when the vehicle will be commercially available, it announced in October 2020 that it will soon seek regulatory approval to deploy several Origin vehicles for testing purposes. Origin will not be available for purchase by customers but will be used as a ride-hailing vehicle through GM’s Cruise service. The goal is to start producing the vehicle in GM’s Detroit factory by the beginning of 2022.",Companies Working on Autonomous Cars
"In its partnership with Lyft, GM planned to deploy thousands of self-driving Bolt electric vehicles beginning in 2018. However, this partnership was not exclusive, and Lyft and Waymo made a separate deal in May 2017 to collaborate on their own self-driving pilot projects. In June 2018, GM CEO Mary Barra told reporters that while GM still had a financial investment in Lyft, the two were no longer actively working together on any projects in the self-driving space.",Companies Working on Autonomous Cars
"Separately, GM has been developing its own semi-autonomous technology in-house, with its delayed Super Cruise finally launching in the 2018 Cadillac CT6. In February 2020, the company said that its autonomous driving unit now employed 1,800 employees, although 8% of this workforce was cut in May because of the Covid-19 crisis. Amid the crisis, GM also shut down its car-sharing service Maven and has delayed the relaunch of its Book by Cadillac luxury vehicle subscription service.",Companies Working on Autonomous Cars
"Read more: The Verge, Bloomberg, Cadillac, AP, Reuters",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In 2018, Honda and GM announced a $2.8B, 12-year autonomous vehicle partnership. The companies also have a joint venture in place to develop hydrogen fuel cell systems by 2020. But GM eventually backed away from the fuel cell project, opting instead for battery-electric vehicles.",Companies Working on Autonomous Cars
"Honda has also received approval from California to test autonomous vehicles on public streets (with restrictions on the number of vehicles and the testing methods). Like Apple, the automaker is using the GoMentum Station proving ground, with 2,100 acres of testing area for its self-driving fleet.",Companies Working on Autonomous Cars
"In November 2020, Japan’s Ministry of Land, Infrastructure, Transport, and Tourism approved Honda’s plans to mass-produce its Level 3 Legend sedan. The car will be equipped with autonomous tech called Traffic Jam Pilot that can navigate through congested highways. The system will collect data on the vehicle’s movement. When drivers want to take back control over the vehicles, the software will first check whether they are looking at the road ahead. The launch is planned for March 2021.",Companies Working on Autonomous Cars
"Honda also introduced semi-autonomous ADAS (advanced-driver assistance systems) options on its entry-level Civic, offering lane-keeping, automatic braking, and adaptive cruise control functionality. These features have become ubiquitous on luxury models offered by brands like Tesla and Mercedes but are increasingly common at mass-market price points.",Companies Working on Autonomous Cars
"In April 2017, the company launched its R&D Center X, following Japanese competitor Toyota in establishing a dedicated AI research lab.",Companies Working on Autonomous Cars
"Honda was reported to be in talks with Alphabet’s Waymo to deploy Waymo’s self-driving system as early as 2016. By 2018, the deal had fallen through — allegedly due to Waymo’s reluctance to share its autonomous technology with the automaker.",Companies Working on Autonomous Cars
"Read more: Fortune, WSJ, Verge",Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"According to Huawei‘s chief strategist Dang Wenshuan, 70% of autonomous vehicles’ value will reside in information and communication technology rather than in the cars themselves. So it’s unsurprising that the telecommunications giant has shifted resources toward developing autonomous vehicles in a bid to be the company that creates — and captures — that value.",Companies Working on Autonomous Cars
"Huawei is working with automakers in Europe (Audi) and China (GAC Group, Beijing New Energy Automobile, and Changan Automobile) with the goal of launching autonomous cars as early as 2021.",Companies Working on Autonomous Cars
American automakers are conspicuously absent from Huawei’s list of partners — likely a result of restrictions put in place by the US government to limit the sale of Huawei components in the US.,Companies Working on Autonomous Cars
"In November 2019, Huawei said that it was partnering with China-based mapping company NavInfo to use its mapping data for navigation in its self-driving cars. Like Tesla, the technology company also plans to integrate 5G technology into its driverless vehicles.",Companies Working on Autonomous Cars
"A year later, Huawei entered into another partnership with China-based electric car maker BYD. The company will reportedly use Huawei’s Kirin chips in its vehicles. BYD and Huawei have worked together in the past: in 2019, BYD’s monorails and energy vehicles were equipped with Huawei’s AI and 5G technologies.",Companies Working on Autonomous Cars
The telecom giant is focusing on other autonomous technologies as well. It plans to launch low-cost lidar sensors at a maximum price of $500 per unit. Huawei has formed a dedicated team to run this project with the overall goal to make lidar affordable for all smart vehicles.,Companies Working on Autonomous Cars
"Huawei’s bid to expand beyond its home turf of telecommunications is several years in the making. In 2016, the company came out with a white paper detailing how mobile network operators could prove valuable in the connected car space. Some of these areas include smart parking, fleet management, data related to in-car entertainment, and LTE-based emergency services.",Companies Working on Autonomous Cars
"Reports also indicate that Huawei has assembled its own driverless car R&D team, with over 200 developers as of February 2017.",Companies Working on Autonomous Cars
"Huawei partnered with Vodafone to demonstrate some of its latest innovations at the 2017 Mobile World Congress in Barcelona, including cellular technology used to connect cars called Cellular V2X.",Companies Working on Autonomous Cars
"At Mobile World Congress 2018, Huawei unveiled a Porsche Panamera equipped with its Mate 10 Pro technology for object recognition. The technology uses a smartphone to guide the car. The car performs automatic object recognition and differentiates other cars from people and inanimate objects to determine its course of action. This demonstration, however, was seen as less of an ambitious push into the self-driving space and more of a way to showcase Huawei’s generalized AI capabilities.",Companies Working on Autonomous Cars
"Read more: Financial Times, Huawei, ComputerWeekly, RCRWirelessNews, The Verge",Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"After debuting a 2014 TV commercial that showed a convoy of cars outfitted with Hyundai’s driver-assistance tech, Hyundai was more conservative by September 2015. Its former European head of operations, Thomas Schmid, asserted that autonomous driving would come “by far not as quick as everyone says,” giving a timetable of 10 to 15 years. Nevertheless, the Korean motor group intensified its efforts in 2016, ramping up investments in AI and setting up a new business unit to develop “hyper-connected” and self-driving cars in the near future.",Companies Working on Autonomous Cars
"These efforts gained full steam in late 2019, when Hyundai announced plans to invest $35B over the next 5 years on its self-driving, electric, and connected mobility initiatives. The move came in line with South Korea’s plans to beat other countries to have commercially viable autonomous driving vehicles.",Companies Working on Autonomous Cars
"Following this announcement, Hyundai said that it would test 6 autonomous vehicles on the roads of Seoul, with plans to take this number to 15 by 2021. It also launched BotRide, a 3-month free self-driving taxi service in Irvine, California, in November 2019.",Companies Working on Autonomous Cars
"In addition, Hyundai is working with the Russia-based tech conglomerate Yandex on building a driverless car. In June 2020, Yandex announced it would buy 100 customized versions of Hyundai’s Sonata cars. Test drives will initially be carried out in Detroit. The duo is working on creating both a driverless car and a self-driving software system that could be sold to automakers and car-sharing startups.",Companies Working on Autonomous Cars
"Much like its automotive philosophy as a whole, Hyundai is striving for an affordable system that it can offer to mass-market buyers, showing off its Ioniq autonomous concept at CES 2017. The automaker also hired the former head of GM’s autonomous technology development to run its new Intelligent Safety Technology Center, a combined research body for Hyundai and its affiliate Kia.",Companies Working on Autonomous Cars
"In January 2018 at CES, Hyundai said it would begin testing an autonomous SUV, aiming to test the technology by 2021 and to go to market by 2025. The model would be powered by Hyundai’s partnership with Aurora, a startup working on autonomous technology founded by ex-executives from Uber, Tesla, and Google.",Companies Working on Autonomous Cars
"Later, Hyundai announced that its next-generation safety system being sent to production vehicles would give drivers the power to remove their hands from the steering wheel for up to 15 seconds at a time.",Companies Working on Autonomous Cars
"An investment in the Israel-based firm Autotalks followed in July 2018. Autotalks builds communications systems that help cars connect and convey information to one another, which Hyundai touted as a way to help build better detection and sensors in its cars.",Companies Working on Autonomous Cars
Read more: Bloomberg,Companies Working on Autonomous Cars
,Companies Working on Autonomous Cars
Major developments:,Companies Working on Autonomous Cars
Closer look:,Companies Working on Autonomous Cars
"In March 2018, Jaguar Land Rover announced a new partnership with Waymo to build a fleet of electric, self-driving cars. By spring 2019, test vehicles began appearing on the public roads around Waymo headquarters in Mountain View, California.",Companies Working on Autonomous Cars
"Up to 20,000 new Jaguar I-PACE models will be built to serve in Waymo’s fleet for its ride-hailing transportation service, with production on the vehicles beginning in 2020. In May 2018, Jaguar announced it would begin working on off-road self-driving technology as well.",Companies Working on Autonomous Cars
"The Waymo partnership would have been unthinkable not that long ago. In June 2015, former Jaguar Land Rover (JLR) Director of Research and Technology Wolfgang Epple stated that autonomous vehicles would run counter to the brand’s philosophy, as the company doesn’t “consider customers cargo.” He asserted that the Tata-owned companies would instead favor advanced assistance features that would help drivers without taking full control from them.",Companies Working on Autonomous Cars
